Title,Ingredients,Procedures,Nutrition,Yield,Age_group,Cooking_time,Prep_time,Price,recipe_id,Source
"
Maca-Kulitis Soup 
","
2 ;cups ;Macaroni, elbow 
1/2 ;Tbsp ;Iodized salt 
1/2 ;Tbsp ;Cooking oil 
8 ;cups ;Water 
2 ;Tbsp ;Cooking oil 
2 ;Tbsp ;Garlic, chopped 
1/4 ;cup ;Onion, Bombay, chopped 
1/4 ;cup + 2 ;Tbsp ;Patis 
1/4 ;tsp ;Black pepper, ground 
12 ;cups ;Water 
2 ;pcs ;Pork cube (optional) 
1 ;cup ;Carrots, diced 
1 ;cup ;Paayap, sliced 
2 ;cups ;Milk, evaporated filled 
2 ;cups ;Kulitis leaves 
1 ;cup ;Pork kasim, ground 


","
1. In a bowl, combine the first 101  ingredients together and mix well.  
2. In another bowl, combine egg, salt, soy sauce and black pepper. Mix well. Combine with pork mixture. Blend well.  
3. Add flour little by little in the meat  mixture. Blend well after each  addition.  
4. Divide into 10 (200g) equal portions. 
5. In a piece of aluminum foil, spread  the pork mixture lengthwise. 
6. Roll the foil into a log. Secure both  ends by rolling carefully in opposite directions. 
7. Place in a covered steamer and cook for 30 minutes. 
8. Set aside to cool and serve. 
","
Energy, kcal  246  
Protein, g  4.4  
Calcium, mg  41  
Iron, mg  1.6  
Vitamin A, μg  261  
Thiamin, mg  0.11  
Riboflavin, mg  0.06  
Niacin, mg  2.0  
Vitamin C, mg  11  
","
Yield 20 servings 
Serving size 1 cup (190g) 
",,,,'',fnri-indig-16mac,fnri
"
Lomi with Saluyot 
","
1/4 ;cup + 2 Tbsp ;Cooking oil 
3 ;Tbsp ;Garlic, chopped 
1/4 ;cup + 2 ;Tbsp;Onion, Bombay, chopped 
1 ;cup ;Pork liver, sliced 
3 ;Tbsp ;Patis 
3 ;Tbsp ;Soy sauce 
10 ;cups ;Water 
3 ;packs (500g/pack) ;Miki noodles, rinsed and drained 
1/2 ;cup ;All purpose flour dissolved in 
1/2 ;cup ;Water 
3 ;pcs ;Chicken egg, beaten 
3 ;cups ;Saluyot leaves 
1/2 ;tsp ;Black pepper, ground 

","
1. In a pan, heat oil. Sauté garlic, onion and liver. 
2. Season with patis, soy sauce and pepper. 
3. Add water. Let it boil. 
4. Add the miki noodles then cook for 2 minutes. 
5. Add the flour mixture. Stir well. 
6. Pour in the beaten egg. Stir constantly until egg is well incorporated. 
7. Add the saluyot leaves. Remove from fire. 
8. Serve hot. 
","
Energy, kcal  424 
Protein, g  13.8 
Calcium, mg  68 
Iron, mg  6.0 
Vitamin A, μg  1985 
Thiamin, mg  0.19 
Riboflavin, mg  0.51 
Niacin, mg  6.3 
Vitamin C, mg  8 
","
Yield 20 servings 
Serving size 1 cup (235g)
",,,,'',fnri-indig-17lom,fnri
"
Spaghetti with Malunggabi Balls 
","
1 ;kg ;Spaghetti noodles 
1/2 ;Tbsp ;Iodized salt 
1/2 ;Tbsp ;Cooking oil 

!Balls
2 ;cups ;Gabi, grated 
3 ;pcs ;Chicken egg, beaten 
1/2 ;cup ;Tomato, chopped 
3 ;cups ;Bread crumbs 

!Spaghetti sauce
1/4 ;cup + 2 ;Tbsp ;Cooking oil 
3 ;Tbsp ;Garlic, chopped 
3 ;cups ;Cheese, filled, grated 
3 ;cups ;Pork kasim, ground 
1 ;cup ;Malunggay, coarsely chopped 
1 ;cup ;Kulitis, coarsely chopped 
1 1/2 ;tsp ;Iodized salt 
1 1/2 ;tsp ;Black pepper, ground 
7 ;cups ;Cooking oil for frying 
1/2 ;cup ;Carrots, grated 
1/2 ;tsp ;Black pepper, ground 
3 ;tsp ;Iodized salt 
7 ;cups ;Spaghetti sauce, sweet style 


","
1. Cook macaroni according to package direction. 
a. Boil 4 liters of water. 
b. Add 1/2 Tbsp salt and 1/2 Tbsp oil. 
c. Add the macaroni into rapidly boiling water. Cook uncovered and maintain water at a rolling boil. 

!Balls: 
1. Combine all ingredients except oil. 
2. Divide into 2 equal parts. Then further divide each part and form into 20 balls each. 
3. Deep fry under low fire for 3 minutes or until golden brown. 
4. Set aside. 

!Sauce: 
1. In a pan, heat cooking oil. Sauté garlic and onion. 
2. Season with salt. 
3. Add spaghetti sauce and pepper. Simmer. 
4. Add the balls. Blend well. Make sure balls do not break. 

","
Energy, kcal  246 
Protein, g  4.4 
Calcium, mg  41 
Iron, mg  1.6 
Vitamin A, μg  261 
Thiamin, mg  0.11 
Riboflavin, mg  0.06 
Niacin, mg  2.0 
Vitamin C, mg  11 
","
Yield 20 servings 
Serving size 1 cup (150g) 
",,,,'',fnri-indig-18spa,fnri
"
Special Bihon Guisado 
","
1 ;pack  ;Bihon noodles 
3 ;cups  ;Water for pork 
2 ;cups  ;Pork strips, sliced 
3 ;Tbsp  ;Cooking oil 
3 ;Tbsp  ;Garlic, chopped 
1/2 ;cup ;Onion, Bombay, chopped 
3 ;Tbsp  ;Patis 
1/2 ;cup ;Soy sauce 
3 ;Tbsp ;Sesame oil 
1 ;tsp ;Black pepper, ground 
1 ;tsp ;Iodized salt 
1 ;cup ;Pork liver, sliced 
2 ;pcs ;Chicken cube (optional) 
3 ;cups ;Carrot strips 
3 ;Tbsp ;Kinchay, chopped 
3 ;cups ;Pechay strips 

","
1. In a covered pot, simmer pork  strips for 10 minutes until tender. Drain. Reserve stock. Set aside.  
2. In a pan, heat oil. Sauté garlic, onion and pork.  
3. Season with patis, soy sauce,  sesame oil, pepper and salt.  
4. Add the stock. Simmer for 3  minutes.  
5. Add liver. Cook for 5 minutes.  
6. Add water and chicken cube.  Bring to a boil. 
7. Add vegetables. Cook covered for  2 minutes. 
8. Remove all ingredients in the pan  except for the liquid and set them aside. 
9. Add noodles, mix well. Simmer covered for 3 minutes or until liquid is absorbed. 
10. Put back the removed ingredients. Mix well. 
11. Serve hot. 
","
Energy, kcal  267 
Protein, g  7.5 
Calcium, mg  49 
Iron, mg  4.0 
Vitamin A, μg  1451 
Thiamin, mg  0.12 
Riboflavin, mg  0.32 
Niacin, mg  3.4 
Vitamin C, mg  12 
","
Yield 20 servings 
Serving size 1 cup (160g) 
",,,,'',fnri-indig-19spe,fnri
"
Pina-Upong Manok 
","
3 ;Tbsp ;Cooking oil 
2 ;Tbsp ;Garlic, chopped 
3 ;Tbsp ;Onion, Bombay Chopped 
1/3 ;cup ;Tomato, chopped 
1 1/2 ;cup ;Chicken breast fillet, sliced 
4 1/2 ;Tbsp ;Patis 
1 1/2 ;pc ;Chicken cube (optional) 
1/2 ;tsp ;Iodized salt 
1/4 ;tsp ;Black pepper, ground 
10 ;cups ;Water 
1 1/2 ;packs ;Sotanghon, soaked in water 
3/4 ;cup ;Carrots, cubed 
3 ;cups ;Upo, seeded cubed 
1 1/2 ;cup ;Sigarilyas, sliced sliced crosswise 

","1. In a pan, heat cooking oil. Sauté garlic, onion, tomato and chicken.  
2. Season with patis, chicken cube, salt and pepper. 
3. Add water and boil (or boil water separately then add to the sautéed ingredients). 
4. Add sotanghon and carrots. Cover and simmer for 3 minutes. 
5. Add upo and sigarilyas. Simmer for 3 more minutes. 
6. Serve hot. 
","
Energy, kcal  85  
Protein, g  4.9  
Calcium, mg  22  
Iron, mg  0.9  
Vitamin A, μg  113  
Thiamin, mg  0.05  
Riboflavin, mg  0.03  
Niacin, mg  3.0 
Vitamin C, mg  5  
","
Yield 20 servings 
Serving size 1 cup (205g) 
",,,,'',fnri-indig-2pin,fnri
"
Champorado 
","
1 ;cup ;Kadyos, dried 
2 ;cups ;Malagkit rice, washed and drained 
14 1/2 ;cups ;Water 
1/2 ;cup ;Cocoa powder diluted in 
1 ;cup ;Water, warm 
2 ;cups ;Sugar, white 

","
1. Toast the kadyos in a pan for 10 minutes over low heat, stirring constantly. 
2. Place kadyos in a plastic bag and seal. Crack the kadyos using a rolling pin. Set aside. 
3. Combine rice and water in a pot. Let boil. Simmer uncovered. Stir once in a while to prevent lumps and from sticking to the pot. Make sure cooking water does not overflow during cooking. 
4. When half done, add diluted cocoa. Blend well after Each addition to dissolve any lumps. Cook for 2 minutes. 
5. Add kadyos. Blend well. 
6. Add sugar, stir to dissolve and cook for 3 more minutes. 
7. Serve. 
","
Energy, kcal  197 
Protein, g  3.8 
Calcium, mg  21 
Iron, mg  1.2 
Vitamin A, μg  0 
Thiamin, mg  0.09 
Riboflavin, mg  0.03 
Niacin, mg  1.3 
Vitamin C, mg  0 
","
Yield 20 servings 
Serving size 1 cup (250g) 
",,,,'',fnri-indig-20cha,fnri
"
Ginataang Kadyos 
","
2 ;cups ;Malagkit rice, washed and drained 
1 ;cup ;Kadyos, dried  
20 ;cups ;Water 
1 ;cup ;Pure coconut milk  dilluted in: 
1 ;cup ;Water 
2 1/2 ;cups ;Sugar, white 
1 1/2 ;cup ;Langka, ripe, shredded 
2 ;cups ;Pure coconut milk 

","
1. Toast the kadyos in a pan for 10  minutes over low heat, stirring  constantly.  
2. Place kadyos in a plastic bag and seal. Crack the kadyos using a  rolling pin. Set aside.  
3. In a pot, combine rice, kadyos,  water and diluted coconut milk. 
4. Bring to a boil with constant stirring to avoid scorching. 
5. Add sugar, stir. Cover and simmer  for 2 minutes or until thick. 
6. Add langka and pure coconut milk. Simmer for 2 more minutes. 
7. Serve hot. 
","
Energy, kcal  356 
Protein, g  5.8 
Calcium, mg  28 
Iron, mg  1.6 
Vitamin A, μg  3 
Thiamin, mg  0.11 
Riboflavin, mg  0.04 
Niacin, mg  1.9 
Vitamin C, mg  1 
","
Yield 20 servings 
Serving size 1 cup (250g) 

",,,,'',fnri-indig-21gin,fnri
"
Monggo Congee 
","
1 1/2 ;cup ;Monggo seeds  
16 ;cups ;Water for monggo  
1/4 ;cup + 2 Tbsp ;Cooking oil  
3 ;Tbsp ;Ginger strips 
3 ;Tbsp ;Garlic, chopped  
1/4 ;cup + 2 Tbsp ;Patis   
17 ;cups ;Water 
1 ;cup ;Malagkit rice, washed and drained 
1 ;cup ;Ordinary rice, washed and drained 
3 ;pcs ;Chicken cube (optional) 
3 ;cups ;Malunggay leaves 
40 ;pcs ;Quail eggs, boiled 
1/4 ;cup + 2 Tbsp ;Onion, Bombay, chopped 

","
1. Boil monggo seeds in briskly  boiling water for 20 minutes. Let stand for 1 hour to tenderize. Set aside.  
2. In a pan, heat oil. Sauté ginger,  garlic and onion.  
3. Season with patis.  
4. Add water, malagkit and ordinary  rice.Bring to a boil, with constant  stirring to avoid scorching. Simmer until rice is cooked. 
5. Add boiled monggo. Blend well. 
6. Add the malunggay. Remove from heat. 
7. Top with 2 quail eggs per serving. 
","
Energy, kcal  237 
Protein, g  8.9 
Calcium, mg  61 
Iron, mg  2.2 
Vitamin A, μg  107 
Thiamin, mg  0.18 
Riboflavin, mg  0.18 
Niacin, mg  3.1 
Vitamin C, mg  7 
","
Yield 20 servings 
Serving size 1 cup (240g) + 2 pcs egg 
",,,,'',fnri-indig-22mon,fnri
"
Kamote Buchi Surprise 
","
5 ;cups ;Malagkit, galapong 
3 1/3 ;cups ;Kamote, yellow, peeled, sliced, steamed, grated 
1 2/3 ;cup ;Sesame seeds 
13 1/2 ;cups ;Water, cold 

!Filling
3 1/3 ;cups;Kamote, purple,peeled, sliced, boiled, mashed 
1 ;cup ;Milk, condensed 
3 1/2 ;tsp ;Vanilla flavoring 

!Frying
13 1/3 ;cup ;Cooking oil 


","
!Dough: 
1. Combine galapong and yellow kamote. Blend well to form dough. 
2. Divide the dough into 40 equal parts. 
3. Flatten each piece of dough. Put 1⁄2 Tablespoon of the cooked kamote filling. 
4. Cover the filling with dough ends and form securely into a ball. 
5. Drop in a bowl of cold water, drain excess water and roll in sesame seeds. 
6. Deep fry in hot cooking oil until golden brown. 

!Filling: 
1. In a saucepan, blend well kamote, milk and vanilla. 
2. Cook over low heat with constant stirring until thick. 3. Cool and set aside. 

","
Energy, kcal  237 
Protein, g  8.9 
Calcium, mg  61 
Iron, mg  2.2 
Vitamin A, μg  107 
Thiamin, mg  0.18 
Riboflavin, mg  0.18 
Niacin, mg  3.1 
Vitamin C, mg  7 
","
Yield 20 servings 
Serving size 2 pcs (100g) 
",,,,'',fnri-indig-23kam,fnri
"
Kamote Palitaw 
","
6 ;cups ;Kamote, purple, peeled, sliced, steamed, grated 
9 ;cups ;Malagkit, galapong 
17 ;cups ;Water for boiling 
6 ;cups ;Coconut, grated 
3 ;cups ;Sugar, white 
1 ;cup ;Sesame seeds, toasted 



","
1. Combine kamote and galapong. Blend well to form dough. 
2. Divide into 40 equal parts. 
3. Flatten and form mixture into a round shape. 
4. Drop in boiling water and wait until mixture floats. 
5. Dredge in grated coconut. 
6. Serve with combined sugar and toasted sesame seeds. 


","
Energy, kcal  534 
Protein, g  8.4 
Calcium, mg  37 
Iron, mg  3.2 
Vitamin A, μg  1 
Thiamin, mg  0.11 
Riboflavin, mg  0.22 
Niacin, mg  3.3 
Vitamin C, mg  10 
","
Yield 20 servings 
Serving size 2 pcs (120g) + 2 Tbsp sugar (30g) 
",,,,'',fnri-indig-24kam,fnri
"
Monggo Banana Balls 
","
2/3 ;cup ;Monggo seeds, washed and drained 
2 2/3 ;cups ;Water for monggo 
4 ;cups ;Saba banana, ripe, peeled and mashed 
1 1/3 ;cup ;Powdered milk 
2/3 ;cup ;All purpose flour 
2/3 ;cup ;Sugar, white 
8 ;cups ;Cooking oil 

","
1. Boil monggo seeds in briskly boiling water for 20 minutes. Let stand for 1 hour to tenderize. Set aside. Mash. 
2. Add banana, milk, flour and sugar. 
3. Divide into 80 equal balls. 
4. Deep fry until golden brown. Drain to remove excess oil. 
5. Serve. 
","
Energy, kcal  372 
Protein, g  4.5 
Calcium, mg  83 
Iron, mg  1.1 
Vitamin A, μg  69 
Thiamin, mg  0.10 
Riboflavin, mg  0.17 
Niacin, mg  1.7 
Vitamin C, mg  19 
","
Yield 20 servings 
Serving size 4 pcs (80g) 
",,,,'',fnri-indig-25mon,fnri
"
KADPILAN ARROZ CALDO CON (Kadyos-Tapilan) 
","
1/4 ;cup ;Cooking oil 
1/4 ;pc ;Ginger, strips 
2 ;cloves ;Garlic, crushed 
2 ;pcs ;Onion, Bombay, chopped 
1/4 ;kg ;Chicken breast, boiled and flaked 
2 ;tsp ;Patis 
1/8 ;tsp ;Black pepper, ground 
1 ;pc ;Chicken cube 
1 ;cup ;Malagkit rice, washed and drained 
1 ;cup ;Ordinary rice, washed and drained 
2 ;liters ;Water 
1/2 ;cup ;Kadyos, boiled 
1/2 ;cup ;Tapilan, boiled 

","
1. Sauté ginger, onion, garlic and chicken. 
2. Season with little patis, black pepper and cube. 
3. Pour in the rice. Add water and let it boil. 
",,"
Yield: 20 cups 
Serving size: 1 cup per serving 
",,,,'',fnri-indig-26kad,fnri
"
ARROZ LAMANG-UGAT CON KULITIS 
","
1/4 ;cup ;Cooking oil 
2 ;Tbsp ;Ginger, strips 
2 ;Tbsp ;Garlic, crushed 
1/4 ;cup ;Onion, Bombay, chopped 
1/4 ;kg ;Chicken, cubed 
1 ;tsp ;Patis 
1/4 ;tsp ;Black pepper, ground 
2 ;pcs ;Chicken cubes 
2 ;cups ;Malagkit rice, washed ;; and drained 
3 ;liters ;Water 
3 ;cups ;Kamote, orange, strips 
2 ;cups ;Kamoteng kahoy, cubed 
1/2 ;cup ;Uraro, strips 
1 ;cup ;Kulitis, coarsely chopped 

","
1. Prepare all the ingredients and put in a tray. 
2. Heat oil. Sauté ginger, garlic and onion. 
3. Add the chicken and season with patisblack pepper and cube. 
4. Add the malagkit rice. Add 5 cups water and boil for 10 minutes. 
5. Add the kamote, kamoteng kahoy and uraro. 
6. Add 10 cups water and let it boil until the rice is cooked and the ingredients are tender. Blend well. 
7. Add the kulitis. 
8. Serve. 
",,"
Yield: 20 servings 
Serving size: 1 cup per serving 
",,,,'',fnri-indig-27arr,fnri
"
SOPAS ALA FILIPINA 
","
3 ;Tbsp ;Cooking oil 
6 ;cloves ;Garlic, chopped 
1 ;pc ;Onion, Bombay, chopped 
1/2 ;cup ;Patis 
2 ;Liters ;Water 
1/4 ;kg ;Macaroni, elbow 
1/2 ;kg ;Kamoteng kahoy or kamote, yellow, cubed 
1/4 ;kg ;Kulitis, sliced 
3/4 ;cup ;Evaporated milk, filled 

","
1. Heat oil. Sauté garlic and onion. 
2. Season with patis. 
3. Add water and let it boil. 
4. Add the macaroni. Cook for 2-3 minutes. 
5. Add the kamote or kamoteng kahoy. 
6. When the root crops are cooked, add the kulitis and milk. Boil. 
",,"
Yield: 12 servings 
Serving size: 1 cup per serving 
",,,,'',fnri-indig-28sop,fnri
"
TACANACH SPAGHETTI (Tapilan-Camote-Spinach) 
","
1 ;kg  ;Spaghetti noodles  
1 ;Tbsp ;Cooking oil  
1 ;Tbsp ;Iodized salt 
1 ;Tbsp ;Olive oil  
1 ;Tbsp ;Garlic, chopped  
2 ;Tbsp ;Onion, Bombay, chopped  
1 ;cup  ;Spinach, chopped 
1/4 ;cup ;Talinum, sliced  
1 ;Tbsp ;Olive oil  
1 ;Tbsp  ;Garlic, chopped 
2 ;Tbsp   ;Medium size Onion, Bombay, chopped 
1 ;cup  ;Kamote, orange, chopped 
1 ;kg   ;Spaghetti sauce (Filipino style) 
1 1/2 ;cup ;Tapilan, boiled Iodized salt Black pepper, ground 
1 ;pack (250 ml) ;All purpose cream 
1 ;pack ;Cheese, filled, grated 


","
1. Boil water for spaghetti noodles. Add oil and salt. Add the noodles. Cook until al dente. Drain. Set aside. 
2. Sauté garlic, onion, spinach and talinum. When cooked, remove from heat. Set aside. 
3. Sauté garlic and onion. Add kamote. When slightly cooked, add the spaghetti sauce, tapilan and the spinach-talinum mixture
4. Season with salt, pepper and all- purpose cream. 
5. Boil for 3-5 minutes. 
6. Remove from heat. 
",,"
Yield: 20 servings 
Serving size: 1 cup per serving 
",,,,'',fnri-indig-29tac,fnri
"
Squash Siomai 
","
2/3 ;cup ;Shrimp, shelled deveined, chopped 
2 ;cups ;Pork kasim, ground 
1 1/3 ;cup ;Squash, chopped 
1/4 ;cup ;Onion, Bombay, chopped 
2 ;Tbsp ;Green onion, chopped 
2 ;Tbsp ;Sesame oil 
1 ;Tbsp ;Soy sauce 

!Stock
2 ;Tbsp ;Cooking oil 
5 1/3 ;cups ;Water 
1 ;pc ;Chicken cube (optional) 
1 1/2 ;Tbsp ;Patis 
1/8 ;tsp ;Black pepper,Ground 
3 ;cups ;Pechay Baguio, sliced 
1/8 ;tsp ;Black pepper, ground 

","
1. In a clean, dry mixing bowl, com- bine shrimp, pork, squash, onion and green onion. Mix well. 
2. In a separate bowl, mix sesame oil, soy sauce, pepper and egg. Add into the mixture. Blend well. Set aside. 
3. Place 1 Tbsp (20g) of mixture in molo wrapper. Do the same with the rest of the mixture. Reserve 1 cup of the mixture for the stock. 
4. Brush the steamer with oil to avoid the siomai from sticking or place the siomai in an enclosed container (e.g. llanera) to avoid the molo wrapper from falling. 
5. Steam for 30 minutes or until cooked. Set aside. 
6. In a saucepan, sauté the remaining 1 cup of mixture. 
7. Add water and chicken cube. Boil. 
8. Season with patis and pepper. 
9. Add pechay baguio and cook for 5 minutes. 
10. Serve altogether. 
","
Energy, kcal  178  
Protein, g  6.5  
Calcium, mg  35  
Iron, mg  1.2  
Vitamin A, μg  56  
Thiamin, mg  0.13  
Riboflavin, mg  0.08  
Niacin, mg  2.6  
Vitamin C, mg  6  
","
Yield 20 servings 
Serving size 2 pcs siomai (50g) + 1/2 cup stock (25g) 
",,,,'',fnri-indig-3squ,fnri
"
YUMMY! CHA-MO-BI-TA (Champorado-Kamote- Gabi-Tapilan) 
","
1/4 ;kg ;Malagkit rice, washed ;and drained  
3/4 ;cup ; Cocoa, sweetened  
1 ;cup ;Kamote, orange, cubed 
1 ;cup ;Gabi, strips  
1 1/2 ;cup ;Tapilan, boiled 
1/4 ;kg  ;Sugar, white 
1 ;can, small ;Evaporated milk, filled 
2.5 ;liters ;Water ","
1. Cook the malagkit rice. 
2. Add the gabi, kamote and tapilan. 
3. Stir constantly to avoid sticking in the pan. 
4. In a bowl, mix the cocoa and sugar. Add this in the boiling mixture. Mix well. 
5. Serve hot. May be served with milk. 
",,"
Yield: 10-12 servings 
Serving size: 1 cup per serving 
",,,,'',fnri-indig-30yum,fnri
"
Veggie Fish Sinigang 
","
11 ;cups ;Water for kadyos 
1 1/3 ;cup ;Kadyos, dried washed 
6 ;cups ;Water for tamarind 
23 ;pcs ;Tamarind 
11 ;cups ;Water 
1 ;cup ;Onion, Bombay, quartered 
1 ;cup ;Tomato, quartered 
4 ;cups ;Fish fillet, cleaned, sliced 
3 ;cups ;Gabi, cubed 
3 ;cups ;Eggplant, sliced 
1 ;cup ;Sigarilyas, sliced 
6 ;cups ;Kamote tops, violet 
6 ;pcs ;Siling haba, green 
2 ;Tbsp + 1 ;tsp ;Iodized salt 

","
1. In a pot, soak kadyos for 30 minutes. Boil and simmer kadyos in the covered pot in the soaking water for 10 minutes. Set aside. 
2. In another pot, boil the tamarind in water until tender. Mash the fruit, strain the juice and add the juice to 11 cups of water. 
3. Cover and bring to a boil. 
4. Add onion, tomato and gabi. Simmer until gabi is tender. 
5. Add eggplant and sigarilyas. Cover and cook for 3 minutes. 
6. Add the fish, kamote tops and sili. Cook for another minute. 
7. Season with salt. Add the kadyos and simmer for a minute. 
8. Serve. 

","
Energy, kcal  130  
Protein, g  12.0  
Calcium, mg  78  
Iron, mg  1.6  
Vitamin A, μg  122  
Thiamin, mg  0.16  
Riboflavin, mg  0.10  
Niacin, mg  5.0  
Vitamin C, mg  11   
","
Yield 20 servings 
Serving size 1 cup (235g) 
",,,,'',fnri-indig-4veg,fnri
"
Muskadsilog (Mustasa-Kadyos-Sinangag-Itlog) 
","
10 ;cups ;Water for kadyos 
1 1/4 ;cup ;Kadyos, dried, washed 
2 1/2 ;cups ;Tahong, steamed opened, shelled 
5 ;Tbsp ;Ginger, crushed 
1/3 ;cup ;Cooking oil 
3 ;Tbsp ;Ginger, crushed 
3 ;Tbsp ;Garlic, chopped 
1/3 ;cup ;Onion, Bombay, chopped 
2 1/2 ;Tbsp ;Patis 
2 1/2 ;tsp ;Iodized salt 
1/4 ;tsp ;Black pepper, ground 
1 ;cup ;Carrots, cubed 
10 ;cups ;Rice, cooked 
2 1/2 ;Tbsp ;Cooking oil 
5 ;pcs ;Chicken egg, scrambled 

","
1. In a pot, soak kadyos for 30 minutes. Boil and simmer kadyos in the covered pot in its soaking water for 10 minutes. Set aside. 
2. Steam tahong in water with ginger for 5 minutes. Remove from shells. 
3. In a pan, heat oil. Sauté ginger, garlic, onion and tahong. 
4. Season with patis, salt and pepper. 
5. Add carrots, kadyos and rice. 
6. Mix well and cook for 3 minutes. 
7. Add the mustasa and egg. Toss and blend well. 
8. Serve. 
","
Energy, kcal  233  
Protein, g  5.6  
Calcium, mg  81  
Iron, mg  2.6  
Vitamin A, μg  221  
Thiamin, mg  0.08  
Riboflavin, mg  0.10  
Niacin, mg  2.3  
Vitamin C, mg  7   
","
Yield 20 servings 
Serving size 1 cup (235g) 
",,,,'',fnri-indig-5mus,fnri
"
Ginataang Gulay Express 
","
1/2 ;cup ;Cooking oil  
1/4 ;cup ;Ginger strips  
1/4 ;cup ;Garlic, chopped  
1/2 ;cup ;Onion, Bombay, chopped 
2 ;Tbsp + 2 ;tsp ;Bagoong alamang  
8 ;cups  ;Pork kasim, strips  
8 ;cups  ;Pork kasim, strips  
4 ;cups  ;Carrot strips 
4 ;cups  ;Patola wedges 
1 ;cup  ;Pure coconut milk 
 8 ;cups  ;Malunggay leaves 
3/4 ;cup  ;Red bell pepper, diced 
2 ;cups  ;Pure coconut milk diluted in: 
4 ;cups  ;Water 

","1. In a pan, sauté ginger, garlic, onion and alamang. 
2. Add the pork strips. 
3. Add diluted coconut milk. Simmer. 
4. Stir in the carrots and patola. Simmer for 5 minutes. 
5. Add the pure coconut milk. Simmer uncovered. 
6. Add the malunggay leaves and bell pepper. Remove from heat. 
7. Serve. 
","
Energy, kcal  533  
Protein, g  14.6  
Calcium, mg  86  
Iron, mg  2.5  
Vitamin A, μg  458  
Thiamin, mg  0.34  
Riboflavin, mg  0.20  
Niacin, mg  5.8  
Vitamin C, mg  25   
","
Yield 20 servings 
Serving size 1/2 cup (120g) 
",,,,'',fnri-indig-6gin,fnri
"
Ginataang Sigarilyas at Kalabasa 
","
1/2 ;cup ;Cooking oil 
1/4 ;cup ;Garlic, chopped 
1/2 ;cup ;Onion, Bombay, chopped 
2 ;cups  ;Tomato, chopped 
1/4 ;cup + 2 ;Tbsp ;Bagoong alamang 
4 ;cups ;Pork kasim, ground 
1/2 ;cup ;Patis 
4 ;cups ;Pure coconut milk diluted in: 
8 ;cups ;Water 
8 ;cups ;Squash, cubed 
2 ;cups ;Pure coconut milk 
8 ;cups ;Sigarilyas, sliced crosswise 

","
1. In a pan, heat oil. Sauté garlic, onion, tomato, bagoong and pork. 
2. Season with patis. 
3. Add diluted coconut milk. Cover and bring to a boil. 
4. Add squash. Cover and simmer for 3 minutes. 
5. Add sigarilyas and pure coconut milk. 
6. Cook for 5 minutes. 
7. Serve. 
","
Energy, kcal  461  
Protein, g  12.5  
Calcium, mg  128  
Iron, mg  3.0  
Vitamin A, μg  153  
Thiamin, mg  0.33  
Riboflavin, mg  0.15  
Niacin, mg  4.9  
Vitamin C, mg  24    
","
Yield 20 servings 
Serving size 3/4 cup (180g) 
",,,,'',fnri-indig-7gin,fnri
"
Gisadong Munggo at Talinum 
","
7 ;cups ;Water for munggo 
4 ;cups ;Munggo seeds 
1/4 ;cup ;Cooking oil 
2 ;Tbsp ;Garlic, chopped 
1/4 ;cup ;Onion, Bombay, chopped 
1/2 ;cup ;Tomato, chopped 
2 ;cups ;Chicken breast fillet, sliced 
1/4 ;cup ;Patis 
2 ;pcs ;Chicken cube (optional) 
1/4 ;tsp ;Black pepper, ground 
4 ;cups ;Water 
4 ;cups ;Upo, seeded and cubed 
7 ;cups ;Talinum leaves 

","
1. Boil munggo for 20 minutes in briskly boiling water. Set aside. 
2. In a pan, heat oil. Sauté garlic, onion and tomato. 
3. Add the chicken and cook for 3 minutes. 
4. Season with patis, chicken cube and pepper. 
5. Add water and let it boil. 
6. Add the munggo and upo. Simmer for 3 minutes. 
7. Add the talinum and remove from heat. 

","
Energy, kcal  212  
Protein, g  14.7  
Calcium, mg  81  
Iron, mg  3.6  
Vitamin A, μg  61  
Thiamin, mg  0.31  
Riboflavin, mg  0.12  
Niacin, mg  6.5  
Vitamin C, mg  11   
","
Yield 20 servings 
Serving size 3/4 cup (220g) 
",,,,'',fnri-indig-8gis,fnri
